Company,Inches,Cpu,Ram,Memory,Gpu,Price,Price in Dollars
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,130873.7952,1570.4855424
Acer,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,44328.96,531.94752
Dell,15.6,Intel Core i7 7500U 2.7GHz,16,1TB HDD,AMD Radeon R7 M445,45768.0528,549.2166336
Asus,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 920MX ,40972.32,491.66784
Asus,17.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M,47472.48,569.66976
HP,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD FirePro W4190M ,67612.31999999999,811.3478399999999
Asus,15.6,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,21258.1872,255.09824640000002
HP,15.6,AMD E-Series 9000e 1.5GHz,4,500GB HDD,AMD Radeon R2,17582.399999999998,210.98879999999997
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,79866.72,958.4006400000001
Dell,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,45767.52,549.21024
Acer,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,36709.92,440.51903999999996
Dell,15.6,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon R7 M445,47898.72,574.7846400000001
Acer,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,20779.2,249.3504
Asus,15.6,AMD A10-Series A10-9620P 2.5GHz,4,128GB SSD +  1TB HDD,AMD Radeon R5 M430,30636.0,367.632
Asus,17.3,Intel Core i7 7820HK 2.9GHz,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,207259.2,2487.1104
Acer,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,45074.88,540.89856
Lenovo,15.6,Intel Core i3 6006U 2GHz,8,128GB SSD,Intel HD Graphics 520,31381.92,376.58304
Asus,17.3,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,61005.6,732.0672
Asus,17.3,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,47365.92,568.39104
Dell,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,46833.12,561.9974400000001
Lenovo,13.9,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,57489.12,689.86944
Dell,15.6,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,AMD Radeon 530,52480.8,629.7696000000001
HP,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,29783.52,357.40224
Asus,17.3,Intel Core i7 7820HK 2.9GHz,16,256GB SSD,Nvidia GeForce GTX 1080,159786.72,1917.44064
HP,13.3,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel UHD Graphics 620,35964.0,431.568
Apple,13.3,Intel Core i5 3.1GHz,8,512GB SSD,Intel Iris Plus Graphics 650,108691.2,1304.2944
Dell,15.6,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel UHD Graphics 620,43636.32,523.63584
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,95850.72,1150.20864
Asus,15.6,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon R5 M420,24988.32,299.85984
Lenovo,13.9,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,98514.72,1182.1766400000001
Acer,17.3,Intel Core i3 7130U 2.7GHz,4,256GB SSD,Nvidia GeForce MX130,37402.56,448.83072
Dell,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,50562.72,606.75264
HP,15.6,AMD A6-Series A6-9220 2.5GHz,8,128GB SSD,AMD Radeon R4 Graphics,23757.552,285.090624
HP,17.3,Intel Core i7 8550U 1.8GHz,16,1TB HDD,Nvidia GeForce MX150,56423.52,677.08224
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,133146.72,1597.76064
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia GeForce GTX 1050M,90522.72,1086.2726400000001
Dell,17.3,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,60845.76,730.14912
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,256GB SSD,Intel HD Graphics 520,23656.32,283.87584
HP,15.6,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel HD Graphics 620,38468.16,461.61792
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,35004.96,420.05952
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R5 M430,30103.2,361.2384
Dell,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,42570.72,510.84864000000005
Asus,13.3,Intel Core i7 8550U 1.8GHz,8,512GB SSD +  512GB SSD,Intel UHD Graphics 620,79866.72,958.4006400000001
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,24881.76,298.58112
HP,17.3,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Nvidia GeForce 930MX ,54239.04,650.86848
Lenovo,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,46886.4,562.6368
Apple,13.3,Intel Core i5 2.9GHz,8,512GB SSD,Intel Iris Graphics 550,104370.192,1252.442304
Asus,17.3,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,AMD Radeon RX 580,82530.72,990.36864
Dell,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 520,39164.5296,469.97435520000005
Lenovo,14.0,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Intel HD Graphics 520,133146.72,1597.76064
Toshiba,15.6,Intel Core i7 6500U 2.5GHz,8,500GB HDD,Nvidia GeForce 930M,43263.36,519.1603200000001
Dell,15.6,Intel Core i7 7500U 2.7GHz,12,1TB HDD,Intel HD Graphics 620,37992.3696,455.9084352
Dell,17.3,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,58554.72,702.65664
Acer,15.6,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Nvidia GeForce MX130,39693.6,476.3232
Lenovo,17.3,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,26053.92,312.64704
Lenovo,17.3,Intel Core i7 8550U 1.8GHz,8,2TB HDD,Nvidia GeForce MX150,45234.72,542.81664
Lenovo,17.3,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,45767.52,549.21024
Dell,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,AMD Radeon R5 M430,22803.84,273.64608
Lenovo,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,44169.12,530.02944
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,6,256GB SSD,Intel HD Graphics 620,30849.12,370.18944
Acer,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce MX150,50669.28,608.03136
Acer,15.6,Intel Core i7 7500U 2.7GHz,12,1TB HDD,Intel HD Graphics 620,35111.52,421.33824
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 630,58448.16,701.37792
Asus,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,52054.56,624.65472
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,62817.12,753.8054400000001
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,35112.0528,421.3446336
Acer,15.6,Intel Celeron Dual Core 3205U 1.5GHz,2,16GB SSD,Intel HD Graphics,10602.72,127.23263999999999
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,63243.36,758.9203200000001
HP,17.3,Intel Core i3 6006U 2GHz,8,1TB HDD,Intel HD Graphics 520,26053.92,312.64704
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,97449.12,1169.38944
Lenovo,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,39373.92,472.48704
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1060,69210.72,830.52864
Acer,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,52161.12,625.93344
Dell,17.3,Intel Core i7 7820HQ 2.9GHz,16,256GB SSD,Nvidia Quadro M1200,153705.3408,1844.4640896
Lenovo,15.6,AMD A10-Series 9600P 2.4GHz,6,1TB HDD,AMD Radeon R5 430,26586.72,319.04064
Asus,15.6,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Nvidia GeForce 940MX,78215.04,938.58048
Asus,14.0,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,27119.52,325.43424
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,113060.16,1356.7219200000002
Lenovo,17.3,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Nvidia GeForce GTX 940M,34578.72,414.94464000000005
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Nvidia GeForce 940MX,29250.72,351.00864
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,67399.2,808.7904
Lenovo,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,19180.2672,230.16320639999998
HP,13.3,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Intel HD Graphics 620,105228.0,1262.736
Toshiba,15.6,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Nvidia GeForce 930M,55571.04,666.85248
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,43636.32,523.63584
HP,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,24988.32,299.85984
Lenovo,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,53226.72,638.72064
Dell,13.3,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Intel UHD Graphics 620,133146.72,1597.76064
MSI,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,111834.72,1342.01664
Acer,15.6,AMD A8-Series 7410 2.2GHz,8,256GB SSD,AMD Radeon R5,24988.32,299.85984
Asus,11.6,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,14652.0,175.824
Dell,15.6,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,44968.32,539.61984
HP,13.3,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Intel UHD Graphics 620,130482.72,1565.7926400000001
Lenovo,13.3,Intel Celeron Dual Core 3855U 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 510,24503.472,294.041664
HP,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,52214.4,626.5728
Acer,11.6,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Intel HD Graphics 405,25840.8,310.0896
HP,14.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,68837.76,826.0531199999999
Lenovo,17.3,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 920MX,31381.92,376.58304
Asus,14.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,58288.32,699.45984
HP,15.6,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel UHD Graphics 620,48058.56,576.70272
Acer,15.6,AMD A12-Series 9720P 2.7GHz,8,256GB SSD,AMD Radeon RX 540,35111.52,421.33824
Lenovo,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,15557.76,186.69312
Acer,15.6,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Intel HD Graphics 620,29250.72,351.00864
Asus,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,55938.672,671.264064
HP,12.5,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,71128.8,853.5456
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD,Nvidia GeForce GTX 1050,140605.91999999998,1687.2710399999999
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,63882.72,766.5926400000001
Toshiba,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,50243.04,602.91648
Asus,14.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Intel HD Graphics 620,71075.52,852.90624
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,23922.72,287.07264000000004
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,53226.72,638.72064
HP,14.0,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,67559.04,810.7084799999999
Dell,15.6,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,55890.72,670.6886400000001
HP,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,60952.32,731.4278400000001
Asus,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,14651.4672,175.8176064
Dell,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce 940MX,60885.72,730.62864
Dell,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics,14646.672,175.760064
Lenovo,15.6,AMD A12-Series 9720P 3.6GHz,12,2TB HDD,AMD Radeon 530,47898.72,574.7846400000001
HP,15.6,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia GeForce 930MX ,38148.48,457.78176
Lenovo,13.9,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,111834.72,1342.01664
Dell,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,84129.12,1009.54944
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,60153.12,721.83744
HP,14.0,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,14865.12,178.38144000000003
Dell,15.6,Intel Core i7 8650U 1.9GHz,16,512GB SSD +  256GB SSD,Intel UHD Graphics 620,85672.1088,1028.0653056
Asus,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,19980.0,239.76
Dell,15.6,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD Radeon 530,35324.64,423.89568
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,108020.9376,1296.2512512
HP,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,69477.12,833.7254399999999
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,75071.52,900.85824
HP,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,92615.0256,1111.3803071999998
Toshiba,15.6,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia GeForce 930M,74751.84,897.02208
Dell,15.6,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,AMD Radeon 530,51729.55199999999,620.7546239999999
Lenovo,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,17155.627200000003,205.86752640000003
Dell,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,53226.72,638.72064
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Intel HD Graphics 620,29696.6736,356.36008319999996
Dell,14.0,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,76030.56,912.36672
HP,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,23389.92,280.67904
Asus,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,50349.6,604.1952
Lenovo,17.3,Intel Core i5 7200U 2.5GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,38308.32,459.69984
HP,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,34045.92,408.55104
Lenovo,15.6,Intel Core i3 6006U 2GHz,8,256GB SSD,Nvidia GeForce 920MX ,26586.72,319.04064
HP,15.6,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Intel HD Graphics 405,20725.92,248.71104
Dell,17.3,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,57808.8,693.7056
Lenovo,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,43103.52,517.2422399999999
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,47898.72,574.7846400000001
HP,14.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,93240.0,1118.88
Asus,15.6,Intel Core i7 7500U 2.7GHz,12,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,58554.72,702.65664
Acer,15.6,AMD A9-Series 9420 3GHz,4,128GB SSD,AMD Radeon R5,22697.28,272.36736
Asus,17.3,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,AMD Radeon RX 580,117162.72,1405.95264
Lenovo,17.3,AMD A8-Series 7410 2.2GHz,4,128GB SSD,AMD Radeon R5,26053.92,312.64704
Dell,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,46300.85279999999,555.6102335999999
HP,15.6,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon R5,26053.3872,312.64064640000004
Lenovo,11.6,Intel Celeron Quad Core N3450 1.1GHz,4,128GB SSD,Intel HD Graphics 500,29463.84,353.56608
Dell,15.6,Intel Celeron Dual Core N3060 1.60GHz,4,500GB HDD,Intel HD Graphics 400,16463.52,197.56224
Asus,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,15238.08,182.85696000000002
Acer,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,45074.88,540.89856
HP,17.3,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,63456.48,761.4777600000001
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,21498.48,257.98176
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,88178.4,1058.1408
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,58554.72,702.65664
Asus,13.3,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,93181.392,1118.1767040000002
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,121584.96,1459.01952
Lenovo,13.3,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,29250.72,351.00864
Dell,15.6,Intel Core i5 6440HQ 2.6GHz,8,500GB HDD,AMD FirePro W5130M,72940.31999999999,875.2838399999999
Dell,15.6,Intel Core i7 6820HQ 2.7GHz,8,256GB SSD,Nvidia Quadro M1200,113752.8,1365.0336
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,133679.52,1604.1542399999998
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,55357.92,664.29504
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,84768.48,1017.22176
Acer,15.6,Intel Core i5 8250U 1.6GHz,12,1TB HDD,Nvidia GeForce MX130,36975.7872,443.7094464
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,71874.72,862.4966400000001
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,41498.1936,497.9783232
HP,15.6,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon 520,26586.72,319.04064
Lenovo,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,65510.9568,786.1314816
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,49976.64,599.71968
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,144495.36,1733.9443199999998
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel HD Graphics 620,139860.0,1678.32
Lenovo,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,16303.68,195.64416
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,81465.12,977.5814399999999
Lenovo,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD +  1TB HDD,AMD Radeon RX 550,60978.96,731.74752
Acer,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,46833.12,561.9974400000001
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,119826.72,1437.92064
Asus,14.0,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,99793.44,1197.5212800000002
Toshiba,13.3,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel HD Graphics 520,93080.16,1116.96192
Dell,14.0,Intel Core i7 7600U 2.8GHz,8,512GB SSD,Intel HD Graphics,89510.4,1074.1248
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,21791.52,261.49824
Lenovo,11.6,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,16221.096,194.653152
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia Quadro M1200,102564.0,1230.768
Lenovo,14.0,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia GeForce GT 940MX,103523.04,1242.27648
HP,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon 520,24988.32,299.85984
Acer,13.3,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,42038.4528,504.4614336
Asus,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,49443.84,593.3260799999999
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,256GB SSD,AMD Radeon R5 M430,31909.392,382.912704
Dell,13.3,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,36709.92,440.51903999999996
HP,14.0,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,79920.0,959.04
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,28768.536,345.222432
Lenovo,14.0,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,64755.44640000001,777.0653568000001
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,101178.72,1214.14464
Chuwi,12.3,Intel Celeron Quad Core N3450 1.1GHz,6,64GB Flash Storage,Intel HD Graphics 500,23922.72,287.07264000000004
HP,15.6,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Intel HD Graphics 630,76030.56,912.36672
Asus,15.6,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia GeForce 940MX,31808.16,381.69792
Dell,17.3,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,149130.72,1789.56864
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,61751.52,741.01824
Dell,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD +  2TB HDD,AMD Radeon 530,60867.072,730.404864
Dell,14.0,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,58554.72,702.65664
HP,17.3,Intel Core i7 7700HQ 2.8GHz,12,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,106506.72,1278.0806400000001
Mediacom,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,32GB SSD,Intel HD Graphics 500,15930.72,191.16863999999998
Samsung,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,14332.32,171.98784
Lenovo,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,53812.8,645.7536
Lenovo,14.0,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Intel HD Graphics 620,31914.72,382.97664000000003
Lenovo,15.6,Intel Core i7 7600U 2.8GHz,16,512GB SSD,Nvidia GeForce 940MX,130269.6,1563.2352
Lenovo,15.6,Intel Core i7 7820HQ 2.9GHz,16,512GB SSD,Nvidia Quadro M2200M,130482.72,1565.7926400000001
Asus,17.3,AMD Ryzen 1600 3.2GHz,8,256GB SSD +  1TB HDD,AMD Radeon RX 580,90309.6,1083.7152
HP,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics 400,18488.16,221.85792
Google,12.3,Intel Core i7 7Y75 1.3GHz,16,512GB SSD,Intel HD Graphics 615,117162.72,1405.95264
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,24,512GB SSD,Intel HD Graphics 620,126912.96,1522.9555200000002
Asus,15.6,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,29783.52,357.40224
Lenovo,17.3,AMD A6-Series 9220 2.5GHz,8,1TB HDD,AMD Radeon R4,27652.32,331.82784
Dell,15.6,Intel Core i5 8250U 1.6GHz,4,256GB SSD,AMD Radeon 530,39906.72,478.88064
Lenovo,12.5,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,76137.12,913.64544
Lenovo,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Intel HD Graphics 505,18594.72,223.13664000000003
